id,title,authors,abstract,published_date,category,url,last_updated
2601.1301,Extracting useful information about reversible evolutionary processes from irreversible evolutionary accumulation models,Iain G. Johnston,evolutionary accumulation models evams are an emerging class of machine learning methods designed to infer the evolutionary pathways by which features are acquired applications include cancer evolution accumulation of mutations antimicrobial resistance accumulation of drug resistances genome evolution organelle gene transfers and more diverse themes in biology and beyond following these themes many evams assume that features are gained irreversibly  no loss of features can occur reversible approaches do exist but are often computationally much more demanding and statistically less stable our goal here is to explore whether useful information about evolutionary dynamics which are in reality reversible can be obtained from modelling approaches with an assumption of irreversibility we identify and use simulation studies to quantify errors involved in neglecting reversible dynamics and show the situations in which approximate results from tractable models can be informative and reliable in particular evam inferences about the relative orderings of acquisitions and the core dynamic structure of evolutionary pathways are robust to reversibility in many cases while estimations of uncertainty and feature interactions are more errorprone,[Submitted on 19 Jan 2026],Populations and Evolution (q-bio.PE),https://arxiv.org/abs/2601.13010,2026-01-27 17:52:59.692787
2601.16576,Solving Regularized Multifacility Location Problems with Unknown Number of Centers via Difference-of-Convex Optimization,"W. Geremew, V. S. T. Long, N. M. Nam, A. Solano-Herrera",in this paper we develop optimization methods for a new model of multifacility location problems defined by a minkowski gauge with laplacetype regularization terms the model is analyzed from both theoretical and numerical perspectives in particular we establish the existence of optimal solutions and study qualitative properties of global minimizers by combining nesterovs smoothing technique with recent advances in differenceofconvex optimization following the pioneering work of p d tao and l t h an and others we propose efficient numerical algorithms for minimizing the objective function of this model as an application our approach provides an effective method for determining the number of centers in gaugebased multifacility location and clustering problems our results extend and complement recent developments,[Submitted on 23 Jan 2026],Optimization and Control (math.OC),https://arxiv.org/abs/2601.16576,2026-01-27 17:52:59.692787
2601.12064,Asymptotic Expansion and Bounds for the Bias of Empirical Tail Value-at-Risk,"Nadezhda Gribkova, Jianxi Su, Mengqi Wang",tail valueatrisk tvar is a widely adopted risk measure playing a critically important role in both academic research and industry practice in insurance in data applications tvar is often estimated using the empirical method owing to its simplicity and nonparametric nature the empirical tvar has been explicitly advocated by regulatory authorities as a standard approach for computing tvar however prior literature has pointed out that the empirical tvar estimator is negatively biased which can lead to a systemic underestimation of risk in finitesample applications this paper aims to deepen the understanding of the bias of the empirical tvar estimator in two dimensions its magnitude as well as the key distributional and structural determinants driving the severity of the bias to this end we derive a leadingterm approximation for the bias based on its asymptotic expansion the closedform expression associated with the leadingterm approximation enables us to obtain analytical insights into the structural properties governing the bias of the empirical tvar estimator to account for the discrepancy between the leadingterm approximation and the true bias we further derive an explicit upper bound for the bias we validate the proposed bias analysis framework via simulations and demonstrate its practical relevance using real data,[Submitted on 17 Jan 2026],Statistics Theory (math.ST),https://arxiv.org/abs/2601.12064,2026-01-27 17:52:59.692787
2601.13946,Topological Criteria for Hypothesis Testing with Finite-Precision Measurements,"Philip Boeken, Eduardo Skapinakis, Konstantin Genin, Joris M. Mooij",we establish topological necessary and sufficient conditions under which a pair of statistical hypotheses can be consistently distinguished when iid observations are recorded only to finite precision requiring the tests decision regions to be open in the samplespace topology to accommodate finiteprecision data we show that a pair of null and alternative hypotheses h_0 and h_1 admits a consistent test if and only if they are f_sigma in the weak topology on the space of probability measures w  h_0cup h_1 additionally the hypotheses admit uniform error control under h_0 andor h_1 if and only if h_0 andor h_1 are closed in w under compactness assumptions uniform consistency is characterised by h_0 and h_1 having disjoint closures in the ambient space of probability measures these criteria imply that  without regularity assumptions  conditional independence is not consistently testable we introduce a lipschitzcontinuity assumption on the family of conditional distributions under which we recover testability of conditional independence with uniform error control under the null with testable smoothness constraints,[Submitted on 20 Jan 2026],Statistics Theory (math.ST),https://arxiv.org/abs/2601.13946,2026-01-27 17:52:59.692787
2601.17995,Coding-Enforced Resilient and Secure Aggregation for Hierarchical Federated Learning,"Shudi Weng, Ming Xiao, Mikael Skoglund",hierarchical federated learning hfl has emerged as an effective paradigm to enhance link quality between clients and the server however ensuring model accuracy while preserving privacy under unreliable communication remains a key challenge in hfl as the coordination among privacy noise can be randomly disrupted to address this limitation we propose a robust hierarchical secure aggregation scheme termed hseccogc which integrates coding strategies to enforce structured aggregation the proposed scheme not only ensures accurate global model construction under varying levels of privacy but also avoids the partial participation issue thereby significantly improving robustness privacy preservation and learning efficiency both theoretical analyses and experimental results demonstrate the superiority of our scheme under unreliable communication across arbitrarily strong privacy guarantees,[Submitted on 25 Jan 2026],Machine Learning (cs.LG),https://arxiv.org/abs/2601.17995,2026-01-27 17:52:59.692787
2601.18257,"Algebraic Phase Theory V: Boundary Calculus, Rigidity Islands, and Deformation Theory",Joe Gildea,"we develop a general boundary calculus for algebraic phases and use it to formulate an intrinsic and purely structural deformation theory structural boundaries are shown to be inevitable finitely detectable and canonically stratified by failure type and depth for each boundary we construct a canonical boundary exact sequence and identify a unique maximal rigid subphase called a emphrigidity island that persists beyond global boundary failure
rigidity islands are classified by intrinsic invariants and serve as universal base points for deformation theory all deformations are boundarycontrolled restrict trivially to rigidity islands and are governed by boundary quotients which act as universal obstruction objects infinitesimal and higherorder obstructions are finite stratified by boundary depth and terminate intrinsically
as a consequence deformation directions are discrete formal smoothness is equivalent to the vanishing of boundary data and the moduli of algebraic phases form a stratified discrete groupoid indexed by rigidity islands no analytic or continuous moduli parameters arise intrinsically",[Submitted on 26 Jan 2026],Rings and Algebras (math.RA),https://arxiv.org/abs/2601.18257,2026-01-27 17:52:59.692787
2601.18692,A Pragmatic VLA Foundation Model,"Wei Wu, Fan Lu, Yunnan Wang, Shuai Yang, Shi Liu, Fangjing Wang, Qian Zhu, He Sun, Yong Wang, Shuailei Ma, Yiyu Ren, Kejia Zhang, Hui Yu, Jingmei Zhao, Shuai Zhou, Zhenqi Qiu, Houlong Xiong, Ziyu Wang, Zechen Wang, Ran Cheng, Yong-Lu Li, Yongtao Huang, Xing Zhu, Yujun Shen, Kecheng Zheng",offering great potential in robotic manipulation a capable visionlanguageaction vla foundation model is expected to faithfully generalize across tasks and platforms while ensuring cost efficiency eg data and gpu hours required for adaptation to this end we develop lingbotvla with around 20000 hours of realworld data from 9 popular dualarm robot configurations through a systematic assessment on 3 robotic platforms each completing 100 tasks with 130 posttraining episodes per task our model achieves clear superiority over competitors showcasing its strong performance and broad generalizability we have also built an efficient codebase which delivers a throughput of 261 samples per second per gpu with an 8gpu training setup representing a 1528times depending on the relied vlm base model speedup over existing vlaoriented codebases the above features ensure that our model is wellsuited for realworld deployment to advance the field of robot learning we provide open access to the code base model and benchmark data with a focus on enabling more challenging tasks and promoting sound evaluation standards,[Submitted on 26 Jan 2026],Robotics (cs.RO),https://arxiv.org/abs/2601.18692,2026-01-27 17:52:59.692787
2601.17242,A note on varieties of non-negative Kodaira dimension with polarized self maps,Ankit Rai,in this note we prove that a smooth projective variety defined over a field k of nonnegative kodaira dimension that has a krational point and a polarized self map must be a finite free quotient of an abelian variety,[Submitted on 24 Jan 2026],Algebraic Geometry (math.AG),https://arxiv.org/abs/2601.17242,2026-01-27 17:52:59.692787
2601.18545,Tight semidefinite programming relaxations for sparse box-constrained quadratic programs,Aida Khajavirad,we introduce a new class of semidefinite programming sdp relaxations for sparse boxconstrained quadratic programs obtained by a novel integration of the reformulation linearization technique into standard sdp relaxations while explicitly exploiting the sparsity of the problem the resulting relaxations are not implied by the existing lp and sdp relaxations for this class of optimization problems we establish a sufficient condition under which the convex hull of the feasible region of the lifted quadratic program is sdprepresentable the proof is constructive and yields an explicit extended formulation although the resulting sdp may be of exponential size in general we further identify additional structural conditions on the sparsity of the optimization problem that guarantee the existence of a polynomialsize sdprepresentable formulation which can be constructed in polynomial time,[Submitted on 26 Jan 2026],Optimization and Control (math.OC),https://arxiv.org/abs/2601.18545,2026-01-27 17:52:59.692787
2601.12849,The Cost of EFX: Generalized-Mean Welfare and Complexity Dichotomies with Few Surplus Items,"Eugene Lim, Tzeh Yuan Neoh, Nicholas Teh",envyfreeness up to any good efx is a central fairness notion for allocating indivisible goods yet its existence is unresolved in general in the setting with few surplus items where the number of goods exceeds the number of agents by a small constant at most three efx allocations are guaranteed to exist shifting the focus from existence to efficiency and computation we study how efx interacts with generalizedmean pmean welfare which subsumes commonlystudied utilitarian p1 nash p0 and egalitarian p rightarrow infty objectives we establish sharp complexity dichotomies at p0 for any fixed p in 01 both deciding whether efx can attain the global pmean optimum and computing an efx allocation maximizing pmean welfare are nphard even with at most three surplus goods in contrast for any fixed p leq 0 we give polynomialtime algorithms that optimize pmean welfare within the space of efx allocations and efficiently certify when efx attains the global optimum we further quantify the welfare loss of enforcing efx via the price of fairness framework showing that for p  0 the loss can grow linearly with the number of agents whereas for p leq 0 it is bounded by a constant depending on the surplus and for nash welfare it vanishes asymptotically finally we show that requiring paretooptimality alongside efx is nphard and becomes sigma_2pcomplete for a stronger variant of efx overall our results delineate when efx is computationally costly versus structurally aligned with welfare maximization in the setting with few surplus items,[Submitted on 19 Jan 2026],Computer Science and Game Theory (cs.GT),https://arxiv.org/abs/2601.12849,2026-01-27 17:52:59.692787
2601.17988,Ergodicity and weak mixing for group-indexed infinitely divisible stationary processes,"Nachi Avraham-Re'em, Emmanuel Roy",we prove that for an arbitrary indexing group every ergodic infinitely divisible stationary process that is separable in probability is weakly mixing this shows that as in the wellknown case of gaussian stationary processes ergodicity implies weak mixing is intrinsic to infinite divisibility removing all structural assumptions on the group from prior results the main ingredient is a general construction of stochastically continuous extensions for separable in probability stationary processes reducing the problem to stochastically continuous processes indexed by polish groups and then to countable groups where we combine the maruyama representation with an ergodicity criterion for poisson suspensions,[Submitted on 25 Jan 2026],Probability (math.PR),https://arxiv.org/abs/2601.17988,2026-01-27 17:52:59.692787
2601.18004,Persistent Permutability in Choice Petri Nets,"Eike Best, Raymond Devillers",persistence is a strong global behavioural property of a petri net meaning that no activity can disable a different activity persistent permutability is a weaker property pertaining to individual interleavings of a petri net and stating that a nonpersistent sequence can be permuted into a persistent one we identify petri net classes for which persistent permutability already suffices to imply overall persistence these classes generalise freechoice nets and are related to petris concept of confusion while they are distinguished from each other by diverse restrictions on the choice structure of a net we prove ochmanskis conjecture to be correct for these classes,[Submitted on 25 Jan 2026],Formal Languages and Automata Theory (cs.FL),https://arxiv.org/abs/2601.18004,2026-01-27 17:52:59.692787
2601.13605,Outage Identification from Electricity Market Data: Quickest Change Detection Approach,"Milad Hoseinpour, Shubhanshu Shekhar, Vladimir Dvorkin",power system outages expose market participants to significant financial risk unless promptly detected and hedged we develop an outage identification method from public market signals grounded in the parametric quickest change detection qcd theory parametric qcd operates on stochastic data streams distinguishing pre and postchange regimes using the ratio of their respective probability density functions to derive the density functions for normal and postoutage market signals we exploit multiparametric programming to decompose complex market signals into parametric random variables with a known density these densities are then used to construct a qcdbased statistic that triggers an alarm as soon as the statistic exceeds an appropriate threshold numerical experiments on a stylized pjm testbed demonstrate rapid line outage identification from public streams of electricity demand and price data,[Submitted on 20 Jan 2026],Systems and Control (eess.SY),https://arxiv.org/abs/2601.13605,2026-01-27 17:52:59.692787
2601.1835,When Domain Pretraining Interferes with Instruction Alignment: An Empirical Study of Adapter Merging in Medical LLMs,Junyi Zou,large language models llms show strong general capability but often struggle with medical terminology precision and safetycritical instruction following we present a case study for adapter interference in safetycritical domains using a 14bparameter base model through a twostage lora pipeline 1 domainadaptive pretraining pt to inject broad medical knowledge via continued pretraining dapt and 2 supervised finetuning sft to align the model with medical questionanswering behaviors through instructionstyle data to balance instructionfollowing ability and domain knowledge retention we propose weighted adapter merging linearly combining sft and pt adapters before exporting a merged basemodel checkpoint on a heldout medical validation set f5f6 the merged model achieves bleu4  1638 rouge1  2042 rouge2  460 and rougel  1154 under a practical decoding configuration we further analyze decoding sensitivity and training stability with loss curves and controlled decoding comparisons,[Submitted on 26 Jan 2026],Computation and Language (cs.CL),https://arxiv.org/abs/2601.18350,2026-01-27 17:52:59.692787
2601.18763,Multi-Stage Structured Estimators for Information Freshness,"Sahan Liyanaarachchi, Sennur Ulukus, Nail Akar",most of the contemporary literature on information freshness solely focuses on the analysis of freshness for martingale estimators which simply use the most recently received update as the current estimate while martingale estimators are easier to analyze they are far from optimal especially in pullbased update systems where maximum aposteriori probability map estimators are known to be optimal but are analytically challenging in this work we introduce a new class of estimators called pmap estimators which enable us to model the map estimator as a piecewise constant function with finitely many stages bringing us closer to a full characterization of the map estimators when modeling information freshness,[Submitted on 26 Jan 2026],Information Theory (cs.IT),https://arxiv.org/abs/2601.18763,2026-01-27 17:52:59.692787
2601.17411,Explicit inversion of spherical Radon transforms in odd dimensions with partial radial data,"Pradipta Chatterjee, Venkateswaran P. Krishnan, Abhilash Tushir",we derive an explicit inversion algorithm for the spherical radon transform in odd dimensions with partial radial data we prove that the reconstruction of the unknown function can be reduced to solving ordinary differential equations thereby providing a more explicit approach in odd dimensions than solving volterra integral equation of the first kind established in prior works we also provide analytical solutions in some special cases finally we present numerical simulations validating our theoretical results our work answers a question posed by rubin in inversion formulae for the spherical mean in odd dimensions and the eulerpoissondarboux equation inverse problems 24 2008 no 2 025021 10 pp,[Submitted on 24 Jan 2026],Analysis of PDEs (math.AP),https://arxiv.org/abs/2601.17411,2026-01-27 17:52:59.692787
2601.16709,Barotropic-Baroclinic Splitting for Multilayer Shallow Water Models with Exchanges,"Nina Aguillon, Sophie Hörnschemeyer, Jacques Sainte-Marie",this work presents the numerical analysis of a barotropicbaroclinic splitting in a nonlinear multilayer framework with exchanges between the layers in terrainfollowing coordinates the splitting is formulated as an exact operator splitting the barotropic step handles free surface evolution and depthaveraged velocity via a wellbalanced onelayer model while the baroclinic step manages vertical exchanges between layers and adjusts velocities to their mean values we show that the barotropicbaroclinic splitting preserves total energy conservation and meets both a discrete maximum principle and a discrete entropy inequality several numerical experiments are presented showing the gain in computational cost particularly in low froude simulations with no loss of accuracy the benefits of using a wellbalancing strategy in the barotropic step to preserve the geostrophic equilibrium are inherited in the overall scheme,[Submitted on 23 Jan 2026],Numerical Analysis (math.NA),https://arxiv.org/abs/2601.16709,2026-01-27 17:52:59.692787
2601.18016,A theoretical and computational framework for three dimensional inverse medium scattering using the linearized low-rank structure,"Yuyuan Zhou, Lorenzo Audibert, Shixu Meng, Bo Zhang",in this work we propose a theoretical and computational framework for solving the three dimensional inverse medium scattering problem based on a set of datadriven basis arising from the linearized problem this set of datadriven basis consists of generalizations of prolate spheroidal wave functions to three dimensions 3d pswfs the main ingredients to explore a lowrank approximation of the inverse solution we first establish the fundamentals of the inverse scattering analysis including regularity in a customized sobolev space and new a priori estimate this is followed by a computational framework showcasing computing the 3d pswfs and the lowrank approximation of the inverse solution these results rely heavily on the fact that the 3d pswfs are eigenfunctions of both a restricted fourier integral operator and a sturmliouville differential operator furthermore we propose a tikhonov regularization method with a customized penalty norm and a localized imaging technique to image a targeting object despite the possible presence of its surroundings finally various numerical examples are provided to demonstrate the potential of the proposed method,[Submitted on 25 Jan 2026],Numerical Analysis (math.NA),https://arxiv.org/abs/2601.18016,2026-01-27 17:52:59.692787
2601.18126,Elliptic Chern Characters and Elliptic Atiyah--Witten Formula,"Geyang Dai, Fei Han","let g be a compact connected and simply connected lie group a principal gbundle over a manifold x equipped with a connection together with a positiveenergy representation of the loop group lg gives rise to a circleequivariant gerbe module on the free loop space lx from this data we construct the elliptic chern character on lx and a refinement the elliptic bismutchern character on the double loop space l2x
generalizing the classical atiyahwitten formula from the free loop space lx to the double loop space l2x we establish an elliptic atiyahwitten formula the elliptic holonomy on l2x is defined by taudeformed equivariant twisted parallel transport on lx we show that the four pfaffian sections corresponding to the four spin structures on an elliptic curve are identified with the four elliptic holonomies arising from the four virtual levelone positiveenergy representations when gmathrmspin2n these constructions are intimately connected to the moduli of g_mathbbcbundles over elliptic curves and conformal blocks in the context of chernsimons gauge theory",[Submitted on 26 Jan 2026],Differential Geometry (math.DG),https://arxiv.org/abs/2601.18126,2026-01-27 17:52:59.692787
2601.176,Tensor completions of 2-nilpotent finitely generated torsion-free groups,"Mikheil Amaglobeli, Alexei Miasnikov",in this paper we study tensor completions g otimes_mathcaln_2r r of finitely generated torsionfree nilpotent groups g of class 2 in the quasivariety mathcaln_2r of rexponential 2nilpotent groups over a binomial integral domain r we show that the classical hall completion gotimes_mathcalh r embeds as an abstract group the embedding is not an rhomomorphism into g otimes_mathcaln_2r r such that gotimes_mathcaln_2r r simeq g otimes_mathcalh r times d where d is an rmodule and the direct product is a product of abstract groups not rgroups in particular the canonical repimorphism mu g otimes_mathcaln_2r r to g otimes_mathcalh r is a retract on g otimes_mathcalh r with abelian kernel d moreover in addition to the algebraic structure we describe precisely how raising to an rexponent works in the group g otimes_mathcaln_2r r to do this we introduce a new type of commutators the socalled ccommutators which are interesting in their own right these results answer an old question of remeslennikov about the algebraic structure of free 2nilpotent rgroups in the quasivariety mathcaln_2r indeed it was shown in citeamn that if g is a free 2nilpotent group with basis x in the variety of abstract 2nilpotent groups then g otimes_mathbbn_2r r is a free 2nilpotent rgroup in mathcaln_2r with basis x note that in this case g otimes_mathcalh r is a free 2nilpotent hall rgroup with basis x as an illustration for a free 2nilpotent group g of rank 2 we describe the group g otimes_mathcaln_2r r the action of r on g otimes_mathcalh r and the module d in the case where r is either the polynomial ring mathbbqt or the field of rational functions mathbbqt with coefficients in the field of rational numbers mathbbq,[Submitted on 24 Jan 2026],Group Theory (math.GR),https://arxiv.org/abs/2601.17600,2026-01-27 17:52:59.692787
2601.16455,Cramér-Rao Bound Minimization for Flexible Intelligent Metasurface-Enabled ISAC Systems,"Qian Zhang, Yufei Zhao, Jiancheng An, Zheng Dong, Yong Liang Guan, Ju Liu, Chau Yuen",integrated sensing and communication isac have been widely recognized as a key enabler for future wireless networks where the cramérrao bound crb plays a central role in quantifying sensing this http url this paper we present the first study on crb minimization in flexible intelligent metasurface fimenabled isac this http url we first derive an average crb expression that explicitly depends on fim surface shape and demonstrate that array reconfigurability can substantially reduce the crb thereby significantly enhancing sensing this http url to tackle the challenging crb minimization problem we adopt average fisher information maximization as a surrogate objective and use the gausshermite quadrature method to obtain an explicit approximation of the objective this http url resulting problem is then decoupled into three subproblem ie beamforming optimization and transmitreceive fim surface shape this http url beamforming optimization we employ the schur complement and penaltybased semidefinite relaxation sdr technique to solve this http url we propose a fixedpoint equation method and a projected gradient algorithm to optimize the surface shapes of the receive and transmit fims this http url results demonstrate that compared to rigid arrays surface shaping of both transmit and receive fims can significantly reduce the average sensing crb while maintaining communication quality and remains effective even in multitarget scenarios,[Submitted on 23 Jan 2026],Information Theory (cs.IT),https://arxiv.org/abs/2601.16455,2026-01-27 17:52:59.692787
2601.13966,Information-Theoretic and Computational Limits of Correlation Detection under Graph Sampling,"Dong Huang, Pengkun Yang",correlation analysis is a fundamental problem in statistics in this paper we consider the correlation detection problem between a pair of erdosrenyi graphs specifically the problem is formulated as a hypothesis testing problem under the null hypothesis the two graphs are independent under the alternative hypothesis the two graphs are edgecorrelated through a latent permutation we focus on the scenario where only two induced subgraphs are sampled and characterize the sample size threshold for detection at the informationtheoretic level we establish the sample complexity rates that are optimal up to constant factors over most parameter regimes and the remaining gap is bounded by a subpolynomial factor on the algorithmic side we propose polynomialtime tests based on counting trees and bounded degree motifs and identify the regimes where they succeed moreover leveraging the lowdegree conjecture we provide evidence of computational hardness that matches our achievable guarantees showing that the proposed polynomialtime tests are rateoptimal together these results reveal a statisticalcomputational gap in the sample size required for correlation detection finally we validate the proposed algorithms on synthetic data and a real coauthor network demonstrating strong empirical performance,[Submitted on 20 Jan 2026],Statistics Theory (math.ST),https://arxiv.org/abs/2601.13966,2026-01-27 17:52:59.692787
2601.16783,Minimal Graph Transformations and their Classification,Sam K Mathew,this paper presents a complete classification of minimal graph surfaces that admit graphical transformations into other minimal surfaces these transformations are functions that map the height function of a minimal graph surface to another height function which also describes a minimal graph surface while trivial maps such as translations and reflections exist we formulate and solve the nontrivial minimal graph transformation problem governed by a coupled system of partial differential equations a central result establishes the rigorous equivalence of this original system to a modified problem for a harmonic function through a complex variable approach and a weakening technique the analysis is reduced to solving a fundamental ordinary differential equation parameterized by a real constant k the explicit integration of this ordinary differential equation involves various elliptic integrals and identities of elliptic functions solving the ordinary differential equation for the three cases when the constant k equals zero when k is greater than zero and when k is less than zero yields the full classification of all admissible surfaces and their associated transformations this process yields several classes of minimal surfaces that to the best of the authors knowledge constitute new families of minimal surfaces,[Submitted on 23 Jan 2026],Differential Geometry (math.DG),https://arxiv.org/abs/2601.16783,2026-01-27 17:52:59.692787
2601.16594,Generalized Forms of the Kraft Inequality for Finite-State Encoders,Neri Merhav,we derive a few extended versions of the kraft inequality for information lossless finitestate encoders the main basic contribution is in defining a notion of a kraft matrix and in establishing the fact that a necessary condition for information losslessness of a finitestate encoder is that none of the eigenvalues of this matrix have modulus larger than unity or equivalently the generalized kraft inequality asserts that the spectral radius of the kraft matrix cannot exceed one for the important special case where the fs encoder is irreducible we derive several equivalent forms of this inequality which are based on well known formulas for spectral radius it also turns out that in the irreducible case kraft sums are bounded by a constant independent of the block length and thus cannot grow even in any subexponential rate finally two extensions are outlined  one concerns the case of side information available to both encoder and decoder and the other is for lossy compression,[Submitted on 23 Jan 2026],Information Theory (cs.IT),https://arxiv.org/abs/2601.16594,2026-01-27 17:52:59.692787
2601.18633,Splat-Portrait: Generalizing Talking Heads with Gaussian Splatting,"Tong Shi, Melonie de Almeida, Daniela Ivanova, Nicolas Pugeault, Paul Henderson",talking head generation aims at synthesizing naturallooking talking videos from speech and a single portrait image previous 3d talking head generation methods have relied on domainspecific heuristics such as warpingbased facial motion representation priors to animate talking motions yet still produce inaccurate 3d avatar reconstructions thus undermining the realism of generated animations we introduce splatportrait a gaussiansplattingbased method that addresses the challenges of 3d head reconstruction and lip motion synthesis our approach automatically learns to disentangle a single portrait image into a static 3d reconstruction represented as static gaussian splatting and a predicted wholeimage 2d background it then generates natural lip motion conditioned on input audio without any motion driven priors training is driven purely by 2d reconstruction and scoredistillation losses without 3d supervision nor landmarks experimental results demonstrate that splatportrait exhibits superior performance on talking head generation and novel view synthesis achieving better visual quality compared to previous works our project code and supplementary documents are public available at this https url,[Submitted on 26 Jan 2026],Computer Vision and Pattern Recognition (cs.CV),https://arxiv.org/abs/2601.18633,2026-01-27 17:52:59.692787
2601.18089,LatentMoE: Toward Optimal Accuracy per FLOP and Parameter in Mixture of Experts,"Venmugil Elango, Nidhi Bhatia, Roger Waleffe, Rasoul Shafipour, Tomer Asida, Abhinav Khattar, Nave Assaf, Maximilian Golub, Joey Guman, Tiyasa Mitra, Ritchie Zhao, Ritika Borkar, Ran Zilberstein, Mostofa Patwary, Mohammad Shoeybi, Bita Rouhani",mixture of experts moes have become a central component of many stateoftheart opensource and proprietary large language models despite their widespread adoption it remains unclear how close existing moe architectures are to optimal with respect to inference cost as measured by accuracy per floatingpoint operation and per parameter in this work we revisit moe design from a hardwaresoftware codesign perspective grounded in empirical and theoretical considerations we characterize key performance bottlenecks across diverse deployment regimes spanning offline highthroughput execution and online latencycritical inference guided by these insights we introduce latentmoe a new model architecture resulting from systematic design exploration and optimized for maximal accuracy per unit of compute empirical design space exploration at scales of up to 95b parameters and over a 1ttoken training horizon together with supporting theoretical analysis shows that latentmoe consistently outperforms standard moe architectures in terms of accuracy per flop and per parameter given its strong performance the latentmoe architecture has been adopted by the flagship nemotron3 super and ultra models and scaled to substantially larger regimes including longer token horizons and larger model sizes as reported in nvidia et al arxiv251220856,[Submitted on 26 Jan 2026],Machine Learning (cs.LG),https://arxiv.org/abs/2601.18089,2026-01-27 17:52:59.692787
2601.17993,AI-based approach to burnout identification from textual data,"Marina Zavertiaeva, Petr Parshakov, Mikhail Usanin, Aleksei Smirnov, Sofia Paklina, Anastasiia Kibardina",this study introduces an aibased methodology that utilizes natural language processing nlp to detect burnout from textual data the approach relies on a rubert model originally trained for sentiment analysis and subsequently finetuned for burnout detection using two data sources synthetic sentences generated with chatgpt and user comments collected from russian youtube videos about burnout the resulting model assigns a burnout probability to input texts and can be applied to process large volumes of written communication for monitoring burnoutrelated language signals in highstress work environments,[Submitted on 25 Jan 2026],Computation and Language (cs.CL),https://arxiv.org/abs/2601.17993,2026-01-27 17:52:59.692787
2601.18533,From Verifiable Dot to Reward Chain: Harnessing Verifiable Reference-based Rewards for Reinforcement Learning of Open-ended Generation,"Yuxin Jiang, Yufei Wang, Qiyuan Zhang, Xingshan Zeng, Liangyou Li, Jierun Chen, Chaofan Tao, Haoli Bai, Lifeng Shang",reinforcement learning with verifiable rewards rlvr succeeds in reasoning tasks eg math and code by checking the final verifiable answer ie a verifiable dot signal however extending this paradigm to openended generation is challenging because there is no unambiguous ground truth relying on singledot supervision often leads to inefficiency and reward hacking to address these issues we propose reinforcement learning with verifiable referencebased rewards rlvrr instead of checking the final answer rlvrr extracts an ordered linguistic signal from highquality references ie reward chain specifically rlvrr decomposes rewards into two dimensions content which preserves deterministic core concepts eg keywords and style which evaluates adherence to stylistic properties through llmbased verification in this way rlvrr combines the exploratory strength of rl with the efficiency and reliability of supervised finetuning sft extensive experiments on more than 10 benchmarks with qwen and llama models confirm the advantages of our approach rlvrr 1 substantially outperforms sft trained with ten times more data and advanced reward models 2 unifies the training of structured reasoning and openended generation and 3 generalizes more effectively while preserving output diversity these results establish rlvrr as a principled and efficient path toward verifiable reinforcement learning for generalpurpose llm alignment we release our code and data at this https url,[Submitted on 26 Jan 2026],Computation and Language (cs.CL),https://arxiv.org/abs/2601.18533,2026-01-27 17:52:59.692787
2601.18105,Mitigating the OWASP Top 10 For Large Language Models Applications using Intelligent Agents,"Mohammad Fasha, Faisal Abul Rub, Nasim Matar, Bilal Sowan, Mohammad Al Khaldy",large language models llms have emerged as a transformative and disruptive technology enabling a wide range of applications in natural language processing machine translation and beyond however this widespread integration of llms also raised several security concerns highlighted by the open web application security project owasp which has identified the top 10 security vulnerabilities inherent in llm applications addressing these vulnerabilities is crucial given the increasing reliance on llms and the potential threats to data integrity confidentiality and service availability this paper presents a framework designed to mitigate the security risks outlined in the owasp top 10 our proposed model leverages llmenabled intelligent agents offering a new approach to proactively identify assess and counteract security threats in realtime the proposed framework serves as an initial blueprint for future research and development aiming to enhance the security measures of llms and protect against emerging threats in this rapidly evolving landscape,[Submitted on 26 Jan 2026],Cryptography and Security (cs.CR),https://arxiv.org/abs/2601.18105,2026-01-27 17:52:59.692787
2601.16878,A Lyapunov-tamed Euler method for singular SDEs,"Tim Johnston, Pierre Monmarché",many applications such as systems of interacting particles in physics require the simulation of diffusion processes with singular coefficients standard euler schemes are then not convergent and theoretical guarantees in this situation are scarce in this work we introduce a lyapunovtamed euler scheme for drift coefficients for which the weak derivative is dominated by a function that obeys a certain generic lyapunovtype condition this allows for a range of coefficients that explode to infinity on a bounded set we establish that in terms of lpstrong error the lyapunovtamed scheme is consistent and moreover achieves the same order of convergence as the standard euler scheme for lipschitz coefficients the general result is applied to systems of meanfield particles with singular repulsive interaction in 1d yielding an error bound with polynomial dependency in the number of particles,[Submitted on 23 Jan 2026],Probability (math.PR),https://arxiv.org/abs/2601.16878,2026-01-27 17:52:59.692787
2601.17781,Controlling Reading Ease with Gaze-Guided Text Generation,"Andreas Säuberli, Darja Jepifanova, Diego Frassinelli, Barbara Plank",the way our eyes move while reading can tell us about the cognitive effort required to process the text in the present study we use this fact to generate texts with controllable reading ease our method employs a model that predicts human gaze patterns to steer language model outputs towards eliciting certain reading behaviors we evaluate the approach in an eyetracking experiment with native and nonnative speakers of english the results demonstrate that the method is effective at making the generated texts easier or harder to read measured both in terms of reading times and perceived difficulty of the texts a statistical analysis reveals that the changes in reading behavior are mostly due to features that affect lexical processing possible applications of our approach include text simplification for information accessibility and generation of personalized educational material for language learning,[Submitted on 25 Jan 2026],Computation and Language (cs.CL),https://arxiv.org/abs/2601.17781,2026-01-27 17:52:59.692787
